CHEMBL296468	CID3025986
CHEMBL3545102	CID11467403
CHEMBL3039588	CID73354270
CHEMBL2107832	CID44187362
CHEMBL1231101	CID40467943
CHEMBL2104926	CID3033621
CHEMBL1366933	CID3085218
CHEMBL3545224	CID44479007
CHEMBL1303	CID59227
CHEMBL1221649	CID6857802
CHEMBL1492500	CID5284550
CHEMBL2107771	CID5745207
CHEMBL1554	CID457193
CHEMBL3545327	CHEMBL3545327
NITROOLEIC ACID	CID11645581
CHEMBL3545402	CHEMBL3545402
CHEMBL1329101	CID3092570
CHEMBL481	CID60838
CHEMBL332794	CID5310991
CHEMBL1232164	CID5192
CHEMBL1201520	CHEMBL1201520
CHEMBL532	CID12560
EXAMPLE 373 [WO2012093101]	CID57412074
BROMODEOXYURIDINE	CID6035
CHEMBL3187723	CID10288191
RP5264	CID72950888
CHEMBL917	CID5790
CHEMBL3544910	CHEMBL3544910
CHEMBL463981	CID11269353
BS-181	CID49867929
CHEMBL603469	CID126565
CHEMBL10332	CID108094
CHEMBL1201585	CHEMBL1201585
CHEMBL2108086	CHEMBL2108086
CHEMBL163	CID392622
CHEMBL2146125	CID5462224
CHEMBL91829	CID153999
CHEMBL1161632	CID767
CHEMBL173031	CID3035974
CHEMBL1482	CID2370
CHEMBL2146146	CID12310714
CHEMBL746	CID50294
CHEMBL420311	CID5113032
CHEMBL405821	CID216327
CHEMBL218166	CID208951
CHEMBL255863	CID644241
CHEMBL726	CID3372
CCT241533	CID135564841
CHEMBL2403108	CID57379345
CHEMBL3545320	CID68026984
CHEMBL3039531	CID24780598
CHEMBL2112186	CID71452674
CHEMBL1201342	CID4167
CHEMBL490029	CID11678534
D-AP5	CID135342
CHEMBL431367	CID219050
CHEMBL131921	CID5280373
CHEMBL963	CID5284604
CHEMBL3544930	CHEMBL3544930
CHEMBL254760	CID24901704
CHEMBL617	CID6024
CHEMBL1800685	CID42611190
LP-44	CID11224758
CHEMBL2408045	CID11488320
CHEMBL1152	CID5834
COMPOUND 66 [PMID: 19788238]	CID44478401
CHEMBL698	CID5411
CHEMBL1256682	CID3603
CHEMBL1201570	CID90470007
CHEMBL2109248	CHEMBL2109248
CHEMBL1200722	CID65332
CHEMBL1233686	CID135398643
CHEMBL1751	CID2724385
CHEMBL174	CID7048611
CHEMBL18	CID3295
CHEMBL1201574	CHEMBL1201574
DESMOPRESSIN	CID5311065
CHEMBL1775179	CID11705608
CHEMBL1734	CID154059
CHEMBL2107762	CID3081185
CHEMBL16694	CID54680692
CHEMBL6597	CID5081
CHEMBL643	CID4927
LA3+	CID104897
ANTIESTROGEN	CID10057336
CHEMBL439849	CID6918314
CHEMBL218490	CID5284549
CHEMBL1252	CID16131215
CHEMBL159	CID13342
CHEMBL2108180	CHEMBL2108180
CHEMBL472925	CID25191023
BROMFENAC	CID60726
CHEMBL2108738	CHEMBL2108738
CHEMBL1024	CID3690
CHEMBL1852688	CID53235510
CHEMBL1095032	CID11641515
CHEMBL137	CID4173
CHEMBL1790041	CID5039
CHEMBL489100	CID9847838
CHEMBL2146883	CID16222096
CHEMBL1200760	CID135413496
CHEMBL207433	CID9910486
CHEMBL84	CID60700
CHEMBL3545096	CID57336745
CHEMBL3545174	CHEMBL3545174
CHEMBL155625	CID3712
CHEMBL1201320	CID9568614
CHEMBL1578	CID657201
CHEMBL259084	CID11712649
CHEMBL473934	CID58062250
ATL802	CID24780383
CHEMBL1380	CID441300
CHEMBL1425	CID667490
CHEMBL94	CID5983
CHEMBL405	CID3007
CHEMBL2109343	CHEMBL2109343
CHEMBL44618	CID6212
15(S)-15-METHYL-PGD2	CID5283051
CHEMBL99521	CID10426487
CHEMBL1200395	CID20846
CHEMBL1200689	CID145068
CHEMBL3137336	CID51042438
CHEMBL63055	CID2120
CHEMBL1795071	CID25127112
CHEMBL1189679	CID6337614
CHEMBL267777	CID5074
CHEMBL2103738	CID2724118
CHEMBL1277001	CID9889366
CARBACHOL	CID5831
CHEMBL12160	CID3032915
CHEMBL1101	CID2381
CHEMBL939	CID123631
CHEMBL945	CID16231
BQ123	CID443289
CHEMBL3545042	CID45381907
CHEMBL2107870	CID86278323
SYR-472	CID15983988
CHEMBL2108581	CHEMBL2108581
CHEMBL34241	CID5281847
CHEMBL3301576	CHEMBL3301576
CHEMBL312443	CID3448
COMPOUND 8E [PMID: 24432909]	CID72710568
CHEMBL918	CID4753
IDELALISIB	CID11625818
CHEMBL343357	CID11122452
CHEMBL429	CID3869
CHEMBL2141296	CID25183872
CHEMBL2110725	CID10629256
CHEMBL2109511	CHEMBL2109511
CHEMBL1614710	CID9868037
AMP-PNP	CID33113
CHEMBL969	CID4890
4-APPES	CID11281345
CHEMBL848	CID216326
CHEMBL86	CID4168
CHEMBL3545137	CID135984730
Z-YVAD-FMK	CID644196
CHEMBL273653	CID16098914
ADM	CID31703
CHEMBL3707401	CHEMBL3707401
CHEMBL379300	CID10172943
CHEMBL1090090	CID10341154
RG2833	CID56654642
BESTATIN	CHEBI:3070
CHEMBL1614709	CID11569967
CHEMBL424278	CID369976
XL647	CID10458325
CHEMBL353581	CID4996
CHEMBL356066	CID6445533
COMPOUND 22 [PMID: 20462760]	CID24863112
CHEMBL672	CID3339
CHEMBL277120	CID1342
CHEMBL578	CID40466924
CHEMBL285802	CID5736
CHEMBL588	CID3341
CHEMBL267615	CID6918513
CHEMBL2105199	CID216456
CHEMBL3545296	CID112499971
CHEMBL1197091	CID62894
CHEMBL614	CID1046
CHEMBL2105728	CID10366136
CHEMBL1201509	CHEMBL1201509
CHEMBL550	CID5910
PF-543	CID66577038
PQR309	CID58507717
[3H]L689560	CID121918
CHEMBL388978	CID44259
CHEMBL66654	CID3025961
HEMOKININ 1	CID90479800
CHEMBL2179319	CID49765871
CHEMBL468	CID5426
CHEMBL1478	CID9903
CHEMBL352205	CID1663
CHEMBL288166	CID95883
CHEMBL243712	CID2159
CHEMBL67279	CID6918572
CHEMBL1951071	CID53241147
CHEMBL12198	CID602
CHEMBL1200715	CID102426
CHEMBL653	CID3033637
CHEMBL1233534	CID49867142
CHEMBL464	CID5282375
CHEMBL1950289	CID11597537
CHEMBL6318	CID3034011
CHEMBL1188853	CID127912
CHEMBL483254	CID6918837
CHEMBL1451	CID31307
CHEMBL40	CID4763
CHEMBL531	CID47811
CHEMBL3545420	CID135413565
CHEMBL2062257	CID11236066
TYROSINE KINASE INHIBITOR	CID24956525
CHEMBL406393	CID222528
CHEMBL1771389	CID53233900
PEPTIDE LIGAND 2 [PMID: 19055415]	CID73351751
CHEMBL267930	CID5265
CHEMBL225157	CID11703255
CHEMBL820	CID2478
CHEMBL940	CID3446
CHEMBL26	CID5355
CHEMBL3545188	CID118753638
CHEMBL111	CID104850
CHEMBL133455	CID10331436
CHEMBL1697737	CID2811
CHEMBL1742981	CHEMBL1742981
CHEMBL192	CID135398744
CHEMBL265301	CID4615193
[3H]LTD4	CID6435286
CHEMBL2108679	CHEMBL2108679
5-BROMODEOXYURIDINE	CID6035
CHEMBL3039596	CID23666105
CHEMBL3545057	CID5284512
XMD8-92	CID46843772
CHEMBL125	CID3599
CHEMBL1196395	CID491774
CHEMBL1278	CID4440
PRISTANIC ACID	CID123929
COMPOUND 1 [PMID: 20005102]	CID46225540
CHEMBL52440	CID5360696
CHEMBL865	CID119607
CHEMBL19449	CID3671
CHEMBL1318287	CID122360830
CHEMBL251940	CID4747
[3H]L655708	CID4203080
CHEMBL1200472	CID4999
CHEMBL1399	CID2187
CHEMBL3545295	CHEMBL3545295
CHEMBL3544931	CHEMBL3544931
CHEMBL1263	CID5152
GSK-J4	CID71729975
CHEMBL1200550	CID158798
CHEMBL1200436	CID5878
CHEMBL1112	CID60795
CHEMBL547	CID5282379
CHEMBL1201012	CID15209
ATC0065	CID11238212
CHEMBL72	CID2995
CHEMBL1316369	CID70973
CHEMBL1079593	CID45375955
IBERIOTOXIN	CID16132435
PX-478	CID11234794
CHEMBL1440	CHEMBL1440
CHEMBL15848	CID5281969
[LEU13]MOTILIN (HUMAN)	CID91976369
HEXAHYDRODIFENIDOL	CID124226
CHEMBL236593	CID11319053
CHEMBL2107881	CHEMBL2107881
CHEMBL429731	CID9854861
CHEMBL654	CID4205
CHEMBL1229517	CID42611257
CHEMBL2095209	CID9831415
CHEMBL3545396	CID11349170
CHEMBL443684	CID24978538
CHEMBL2109624	CHEMBL2109624
CHEMBL24	CID2249
[3H]ELETRIPTAN	CID53318014
CHEMBL611	CID5401
CHEMBL1201505	CHEMBL1201505
CHEMBL1569	CID19031614
NEU-2000	CID9951955
METHYLPHENOBARBITAL	CID8271
CHEMBL2177390	CID24788740
CHEMBL2109621	CHEMBL2109621
CHEMBL2326966	CID92043140
LTK-14	CID25226432
CHEMBL1164729	CID134018
CHEMBL1173055	CID9931954
E7449	CID135565981
CHEMBL1200807	CID9568628
CHEMBL553	CID176870
CHEMBL1743045	CHEMBL1743045
CHEMBL1207366	CID10303232
ALSTERPAULLONE 2-CYANOETHYL	CID16760286
CHEMBL148169	CID6914621
CHEMBL9967	CID4848
CHEMBL501079	CID91929987
CHEMBL503	CID53232
CHEMBL839	CID2583
CHEMBL398707	CID5284570
CHEMBL633	CID2157
CHEMBL3545263	CHEMBL3545263
CHEMBL779	CID110635
CHEMBL37390	CID4977
CHEMBL565612	CID10296883
CHEMBL35482	CID4713
CHEMBL1480	CID3333
CHEMBL221142	CID15450383
CHEMBL3544936	CHEMBL3544936
SST3-ODN-8	CID57340266
CHEMBL2105704	CID11237762
CHEMBL1118	CID125017
CHEMBL2105683	CID25170420
GSK-LSD1	CID71522234
CHEMBL1718	CID5464092
CHEMBL1938400	CID11714580
PG-116800	CID9848869
CHEMBL1503	CID4594
CHEMBL1498	CID6166
CHEMBL439496	CID6280
CHEMBL86304	CID4235
CHEMBL3545111	CHEMBL3545111
CHEMBL1760	CID5403
CHEMBL312245	CID2242
CHEMBL14830	CID6022
CHEMBL3545248	CHEMBL3545248
CHEMBL2106011	CID11954353
CHEMBL2103791	CID11198924
CHEMBL488	CID2145
CHEMBL1509	CID68873
CHEMBL1743043	CHEMBL1743043
CHEMBL293802	CID65895
CHEMBL876	CID4036
CHEMBL1200341	CID52194
CHEMBL3218575	CID1893730
CHEMBL1054	CID5560
CHEMBL70	CID5288826
CHEMBL1873475	CID24821094
[3H]CGS8216	CID104916
CHEMBL332347	CID5311023
CHEMBL1255654	CID8695
CHEMBL1580	CID439693
CHEMBL329011	CID6419972
CHEMBL289228	CID159324
L-054,522	CID15965425
CHEMBL1743032	CHEMBL1743032
BIM 23027	CID9940596
COMPOUND 2 [PMID: 15546730]	CID11153014
CHEMBL728	CID4917
CHEMBL3301595	CID9947999
CHEMBL1200903	CID101283940
CHEMBL1201284	CID156419
COMPOUND 2 [PMID: 22560567]	CID939111
ASPIRIN-TRIGGERED RESOLVIN D1	CID16126783
BX-912	CID11754511
CHEMBL2108459	CHEMBL2108459
CHEMBL1308	CID3406
CHEMBL2103758	CID70691388
CHEMBL1743019	CHEMBL1743019
CHEMBL866	CID446541
CHEMBL1201217	CID3180
CHEMBL389621	CID5754
CHEMBL2103749	CID73952246
CHEMBL2218885	CID21872805
CHEMBL2108396	CHEMBL2108396
CHEMBL3545311	CID68165256
CHEMBL1621597	CID657309
CHEMBL2111138	CID130918
CHEMBL1593789	CID5280745
CHEMBL2103795	CID91885314
CHEMBL481611	CID10152654
CHEMBL477683	CID4778
CHEMBL459505	CID9799888
CHEMBL422942	CID9820766
CHEMBL2109388	CHEMBL2109388
CHEMBL222838	CID6992039
CHEMBL1404	CID56959
CHEMBL659	CID9651
MK0752	CID9803433
CHEMBL167667	CID12967
CHEMBL261932	CID6918336
CHEMBL3121849	CID52918888
CHEMBL1200374	CID60198
CHEMBL1346	CID444031
CHEMBL2107779	CID5745214
CISPLATIN	CID84691
CHEMBL79	CID3676
CHEMBL1094785	CID86306667
CHEMBL1201638	CHEMBL1201638
CHEMBL464552	CID25182616
CHEMBL95	CID1935
CHEMBL1651906	CID2733335
CHEMBL76222	CID9913881
CHEMBL1599	CID30699
CHEMBL499	CID33624
CHEMBL8320	CID4650
CHEMBL2105926	CID184841
PC4	CID14704026
CHEMBL3274309	CID171113
CHEMBL265502	CID5361
CHEMBL517	CID3114
CHEMBL7634	CID4630
CHEMBL1071	CID4614
CHEMBL371405	CID11347535
CHEMBL19732	CID44273038
DNA-PK INHIBITOR V	CID16760391
CHEMBL428690	CID5287969
CHEMBL842	CID2720
CHEMBL1628262	CID25886893
CHEMBL2103870	CID16678941
[35S]TBPS	CID59896759
CHEMBL2068237	CID84691
CHEMBL1668	CID5280954
CHEMBL1120	CID53629521
CHEMBL1201748	CID9854073
COMPOUND 1A [PMID: 24900749]	CID72163809
CHEMBL421	CID5339
CHEMBL117	CID5281607
CHEMBL637	CID5656
CHEMBL2108359	CHEMBL2108359
CHEMBL2431768	CID24737642
CHEMBL68117	CID9952884
GLUCOCORTICOID	CID11502129
CHEMBL1817709	CID53330936
CHEMBL3544983	CID10458325
CHEMBL1683544	CID17755248
CHEMBL911	CID5732
CHEMBL30219	CID101935277
CHEMBL214268	CID9930121
[3H]HISTIDINE	CID6274
CHEMBL1802728	CID10202471
CHEMBL1279	CID77992
PIK-108	CID54751698
CHEMBL1201716	CHEMBL1201716
[11C]PYRILAMINE	CID4992
CHEMBL1743014	CHEMBL1743014
CHEMBL1207745	CID6917951
CHEMBL770	CID5504
CHEMBL2219421	CID9884220
CHEMBL1201566	CHEMBL1201566
OICR-9429	CID91623360
CHEMBL1200382	CID91725
CHEMBL1743052	CHEMBL1743052
IC-87114	CID9908783
CHEMBL504	CID679
CHEMBL50378	CID149784
CHEMBL246600	CID9895264
CHEMBL1072	CID2471
CHEMBL3183740	CID9869105
CHEMBL281786	CID443408
CHEMBL288441	CID5328940
CHEMBL2107313	CID101524
[11C]DOXEPIN	CID667477
CHEMBL346631	CID9936664
BGT226	CID57336745
CHEMBL525025	CID91935565
CHEMBL2103852	CID23649181
CHEMBL1697	CID657259
CHEMBL841	CID3955
CHEMBL1743038	CHEMBL1743038
CHEMBL189568	CID9804984
CHEMBL2107885	CHEMBL2107885
CHEMBL1201451	CHEMBL1201451
CCT129957	CID2823659
19(R)-OH-PGE2	CID5283038
COMPOUND 7 [PMID: 25719566]	CID91827353
CHIDAMIDE	CID9800555
CHEMBL119549	CID65970
CHEMBL1908342	CID57402144
CHEMBL707	CID3157
CHEMBL1200724	CID9581
DIPHOSPHORIC ACID	CID1023
CHEMBL1201396	CID5311101
CHEMBL42115	CID853
CHEMBL2103880	CID16071605
CHEMBL1324	CID4659569
CHEMBL98	CID5311
[3H]CGS19755	CID4324257
CHEMBL3039521	CID71301286
CHEMBL565	CID2796
CHEMBL27846	CID9819593
EMD638683	CID44182398
CHEMBL1382	CID443879
CHEMBL278488	CID51576
CHEMBL2103851	CID11282283
CHEMBL524	CID6082
CHEMBL2178577	CID71451877
CHEMBL1200978	CID261004
CHEMBL2	CID4893
CHEMBL19019	CID5360515
CHEMBL595	CID4829
CHEMBL3833357	CHEMBL3833357
CHEMBL1624	CID5819
CHEMBL1430	CID5852
CHEMBL1200705	CID9377
CHEMBL1742982	CHEMBL1742982
PF-592379	CID10263487
CHEMBL2108253	CHEMBL2108253
LP99	CID91827372
CHEMBL267431	CID9577221
CHEMBL1196	CID4935
COMPOUND 13D [PMID: 23639540]	CID60182389
CHEMBL1064	CID54454
CHEMBL516	CID2913
CHEMBL403317	CID6324606
CHEMBL3137343	CHEMBL3137343
CHEMBL1743013	CHEMBL1743013
CHEMBL197672	CID12000240
CHEMBL2158685	CID15604015
CHEMBL20	CID1986
CHEMBL178803	CID125564
CHEMBL3092650	CID9976892
CHEMBL1448	CID4477
CHEMBL1908311	CID15662541
CHEMBL39372	CID5311455
[3H]THIAMINE	CID1130
CHEMBL1215	CID6041
[3H]RAUWOLSCINE	CID643606
CHEMBL75753	CID155774
CHEMBL189963	CID5330286
CHEMBL607400	CID9837243
CHEMBL855	CID5282443
CHEMBL1213459	CID22836624
CHEMBL290352	CID9917013
AR-12286	CID66906051
CHEMBL68738	CID657378
CHEMBL1201516	CHEMBL1201516
GANGLIOSIDE GM2	CID9898635
CHEMBL2103882	CID11494412
TAFLUPROST ACID	CID9978917
VPC32179	CID73755119
CHEMBL944	CID19727
CHEMBL716	CID5002
CHEMBL140784	CID126383
POLY(I:C)	CID135478809
DIBA-(5)-C4	CID2733616
CHEMBL558752	CID11656518
CHEMBL3545424	CID52913813
CHEMBL1812161	CID46184405
CHEMBL2104954	CID11478684
CHEMBL16687	CID2690
CHEMBL13280	CID3380
CHEMBL3137317	CID45138699
ABT-639	CID46851313
RG3039	CID53258905
CHEMBL535	CID5329102
CHEMBL3186106	CID18551400
RIFAMYCIN SV	CID6324616
CHEMBL3545110	CID44631912
PRX-07034	CID23653584
CHEMBL315021	CID132706
GSK-461364A	CID15983966
CHEMBL2103828	CID16066663
CHEMBL1657	CID5381
CHEMBL2108041	CHEMBL2108041
CHEMBL632	CID9782
COMPOUND 32 [PMID: 20471253]	CID46871820
CHEMBL1201141	CID9841440
CHEMBL1489	CID9444
CHEMBL2048028	CID11965427
CHEMBL1188395	CID9796181
CHEMBL2103743	CID10174505
CHEMBL202721	CID9914412
CHEMBL571	CID3825
CHEMBL83	CID2733526
CHEMBL1200624	CID9270
CYM-5541	CID17253208
CHEMBL741	CID3878
CHEMBL117287	CID3052762
CHEMBL1201476	CID772
CHEMBL1201834	CHEMBL1201834
CHEMBL2107834	CID11304743
CHEMBL109	CID3121
CHEMBL13291	CID3369
SNX0723	CID67495834
CHEMBL327745	CID9950038
CHEMBL2109634	CHEMBL2109634
CHEMBL1200659	CID5388961
GNE-0877	CID69093374
COMPOUND 34 [PMID: 25974391]	CID50796983
CHEMBL566315	CID447715
CADPR	CID123847
CHEMBL1228	CID4641
CHEMBL220491	CID68844
CHEMBL35	CID3440
CHEMBL1779046	CID25147683
MRS2603	CID135545444
CHEMBL2108621	CHEMBL2108621
CHEMBL82202	CID1051
CHEMBL2109457	CHEMBL2109457
CHEMBL1614707	CID6444692
CHEMBL1200598	CID3032325
CHEMBL1699	CID181458
LB42908	CID91623355
PF-3512676	CID56841790
SKF96365	CID104955
CHEMBL621	CID5533
CHEMBL2216870	CID11625818
CHEMBL2106523	CID156665
CHEMBL435323	CID44419026
CHEMBL546	CID4631
CHEMBL1201685	CHEMBL1201685
CHEMBL498	CID2727
CHEMBL3545131	CHEMBL3545131
CHEMBL79834	CID68186
CHEMBL148319	CID5311242
CHEMBL1889140	CID46856340
BGT-226	CID11978790
CHEMBL108766	CID3893
CHEMBL2108061	CHEMBL2108061
CHEMBL3545217	CHEMBL3545217
CHEMBL1237055	CID25058198
CHEMBL75094	CID466151
GNF-5	CID44129660
CHEMBL263881	CID5761
CHEMBL181	CID3019
CHEMBL1231	CID4634
CHEMBL1183717	CID33887
CHEMBL1161480	CID618
CHEMBL916	CID40466968
[3H]CGP61594	CID10025114
CHEMBL564	CID4926
CHEMBL452864	CID11176403
CHEMBL3039511	CID10452732
CHEMBL514138	CID9888897
CHEMBL425863	CID251636
CHEMBL166863	CID9841854
CHEMBL1201184	CID6918010
CHEMBL47244	CID442292
CHEMBL480558	CID11358855
COMPOUND 2 [PMID: 25408830]	CID1253361
CHEMBL29757	CID83887
CHEMBL411907	CID9849735
CHEMBL297812	CID44584244
MCH (SALMON)	CID16167455
CHEMBL343448	CID5352062
CHEMBL1200549	CID5311398
CHEMBL359713	CID44388547
COMPOUND 25 [PMID: 20855207]	CID46868971
CHEMBL128365	CID2229
CHEMBL1743001	CHEMBL1743001
CHEMBL42055	CID5281878
CHEMBL3545366	CID16123056
ARRY-334543	CID42642648
CHEMBL1672973	CID46917559
NALIDIXIC ACID	CID4421
CHEMBL1200873	CID91430
CHEMBL1236924	CID10229498
RY796	CID76850157
CHEMBL2108660	CHEMBL2108660
CHEMBL442577	CID10918703
HG-9-91-01	CID78357808
CHEMBL139	CID3033
CHEMBL1079742	CID44263854
CHEMBL1642	CID123596
CHEMBL450	CID4099
CHEMBL2079588	CID9808844
CHEMBL1256351	CID4652
CHEMBL1201863	CID9578005
CHEMBL339053	CID9938402
CHEMBL1201202	CID5282448
CHEMBL113	CID2519
CHEMBL1428	CID4497
CHEMBL1097939	CID18713992
CHEMBL2106798	CID11425584
CHEMBL1198857	CID10184665
CHEMBL3545427	CHEMBL3545427
CHEMBL1200578	CID23663537
OSI-774	CID176870
CHEMBL997	CID60852
CHEMBL9194	CID159594
CHEMBL1256672	CID6917803
FK-228	CID5352062
CHEMBL43	CID2179
CHEMBL282575	CID222757
CHEMBL286398	CID1030
HG2+	CID26623
CHEMBL1169880	CID46837366
CHEMBL250711	CID5282106
CHEMBL1466	CID54676038
CHEMBL154	CID156391
DOXYCYKLIN	CID54681536
CHEMBL182066	CID10200813
CHEMBL1042	CID5280795
A-366	CID76285486
CHEMBL1586	CID20469
CHEMBL436	CID53359
PHYTONADIONE	CID5284607
CHEMBL897	CID4911
[125I]ICYP	CID73754996
DIDS	CID5281951
CHEMBL1201821	CHEMBL1201821
CHEMBL1711	CID5807
CHEMBL3137314	CID10501053
CHEMBL1201567	CHEMBL1201567
CHEMBL177577	CID10427006
CHEMBL3137316	CID24872952
CHEMBL1201583	CHEMBL1201583
CHEMBL278315	CID5288382
CHEMBL2109389	CHEMBL2109389
CHEMBL1200586	CID53262280
CHEMBL39541	CID9810929
CHEMBL410596	CID16133799
CHEMBL17639	CID1546
CHEMBL3545185	CID71481097
CHEMBL13209	CID4506
CHEMBL266487	CID2399
CHEMBL131171	CID107686
CHEMBL1423	CID16362
CHEMBL482767	CID24995524
CHEMBL1085	CID17676
AM-111	CID72941992
CHEMBL1951658	CID16118119
CHEMBL1712	CID219099
CHEMBL420	CID5702063
SAPONIN	CID198016
CHEMBL32582	CID135465785
CHEMBL1201388	CID31378
OG-L002	CID56639570
NK3201	CID213050
TM-38837	CID49779607
CHEMBL1201380	CID71415
CHEMBL3545252	CID148123
CHEMBL414357	CID16157882
CHEMBL177880	CID54742459
CHEMBL60264	CID3248571
CHEMBL1908391	CID10074640
CHEMBL1705	CID20179
CHEMBL1194666	CID7029
CHEMBL1023	CID82146
CHEMBL544	CID9015
CHEMBL1201404	CID441335
CHEMBL78150	CID5614
CHEMBL1566	CID444254
BACILLUS CALMETTE-GUERIN	CID6451
CHEMBL299613	CID66414
CHEMBL258805	CID5289419
CHEMBL1491	CID2162
CHEMBL1201022	CID8691
TK05	CID53385780
CHEMBL477396	CID3260619
CHEMBL3545155	CID11691242
CHEMBL453730	CID909822
CHEMBL298734	CID148195
CHEMBL1256998	CID60209940
CHEMBL14153	CID44269000
CHEMBL2107801	CID135418404
CHEMBL527	CID54676228
CHEMBL384304	CID6918852
RO 4929097	CID49867930
CHEMBL441	CID3000715
COMPOUND 20 [PMID: 22136433]	CID54613583
CHEMBL1200463	CID23694685
ARI-3531	CID91827371
CHEMBL766	CID6435415
CHEMBL1201560	CHEMBL1201560
CHEMBL831	CID3964
GSK2656157	CID53469059
CHEMBL3545046	CHEMBL3545046
CHEMBL1187846	CID11968014
COMPOUND 53 [PMID: 19631533]	CID45486504
NTZDPA	CID9954280
CHEMBL80472	CID123884
CHEMBL1628227	CID3158
CHEMBL361812	CID123879
CHEMBL1200765	CID45382216
CHEMBL1201528	CHEMBL1201528
ARVERAPAMIL	CID15593907
CHEMBL1534525	CID60662
CHEMBL387187	CID9549299
CHEMBL2110727	CID11285792
CHEMBL1687	CID137267374
CHEMBL523411	CID24995525
CHEMBL3137332	CID23582412
(+)-S20	CID56947088
CHEMBL1184349	CID9889212
CHEMBL14935	CID127894
CHEMBL560	CID441278
CHEMBL52333	CID64627
CHEMBL1201288	CID6914273
CHEMBL605	CID44272299
CHEMBL1201067	CID197083
CHEMBL1113	CID2170
CHEMBL8706	CID4380
CHEMBL30008	CID941361
CHEMBL2364605	CID11848225
CHEMBL15770	CID1548887
CHEMBL3545332	CHEMBL3545332
CHEMBL29919	CID9926001
CHEMBL190412	CID138399623
CHEMBL3218390	CID11539477
CHEMBL1321	CID4915
CHEMBL1081312	CID24905142
CHEMBL517712	CID174174
CHEMBL1484	CID4474
CHEMBL924	CID68740
CHEMBL3545243	CHEMBL3545243
CHEMBL1726	CID4499
CHEMBL1236936	CID9808022
CHEMBL1951914	CID11614352
TFLLR-NH2	CID10146183
COMPOUND 25B [PMID: 22564207]	CID57325421
CHEMBL360328	CID11658860
CHEMBL1237080	CID57516016
NDGA	CID4534
CHEMBL393220	CID15378998
CHEMBL252164	CID135539077
CHEMBL1201129	CID451668
CHEMBL806	CID3397
M1152	CID604767
CHEMBL267345	CID118705500
COMPOUND 12E [PMID: 18605714]	CID9867345
CHEMBL36506	CID54675769
CHEMBL1200500	CID21700
CHEMBL13045	CID2703
AZA	CHEBI:102466
CHEMBL574737	CID3078519
CHEMBL25202	CID108143
CHEMBL494303	CID9696680
CHEMBL100014	CID60748
6-OHDA	CID4624
CHEMBL416578	CID60824
CHEMBL3545002	CHEMBL3545002
CHEMBL3545195	CID71721540
CHEMBL24778	CID5312125
CHEMBL49429	CID172997
CHEMBL2371450	CID73356211
CHEMBL1200413	CID10648
CHEMBL54126	CID8246
CHEMBL946	CID19861
CHEMBL1201039	CID2343
CHEMBL2107331	CID204105
CHEMBL1201508	CHEMBL1201508
CHEMBL134713	CID5310985
BS-194	CID25125014
COMPOUND RAC-16 [PMID: 15603962]	CID11222922
CHEMBL579	CID3033702
HT1042	CID325597
CHEMBL1234621	CID444885
CHEMBL278020	CID4456
CHEMBL577	CID5462501
CHEMBL1200622	CID5281104
CHEMBL279956	CID6971145
CHEMBL2104970	CID54678924
CHEMBL832	CID5342
PHORBOL 12-MYRISTATE 13-ACETATE	CID27924
CHEMBL20883	CID5386
CHEMBL1200443	CHEMBL1200443
CHEMBL1201035	CID45266847
CHEMBL434302	CID3247059
CHEMBL282489	CID446849
CHEMBL1201182	CID6918289
CHEMBL650	CID6741
CHEMBL1592	CID40466957
CHEMBL1579	CID5875
ZK112993	CID5311504
CHEMBL216981	CID9865554
CHEMBL647	CID2216
CHEMBL846	CID5280453
CHEMBL447664	CID21874557
CHEMBL1201258	CID135565230
CHEMBL1619	CID20279
GSK931145	CID73755100
NEMIRALISIB	CID49784002
CHEMBL923	CID44400168
CHEMBL3545072	CHEMBL3545072
CHEMBL473417	CID24776445
COMPOUND 4G [PMID: 2680437]	CID121486665
CHEMBL105	CID5746
CHEMBL100940	CID5486827
CHEMBL1171837	CID24826799
COMPOUND 11Q [PMID: 19433355]	CID23634171
ANGIOGENESIS INHIBITOR	CID2812173
CHEMBL1741	CID84029
CHEMBL415	CID2801
COMPOUND 3F [PMID: 12238936]	CID11071684
CHEMBL1201618	CHEMBL1201618
CHEMBL452231	CID452548
CHEMBL2105759	CID44205240
CHEMBL2369989	CID73348450
CHEMBL1280	CID16639402
CHEMBL2219774	CHEMBL2219774
CHEMBL3545385	CHEMBL3545385
CHEMBL509507	CID443324
CHEMBL1628502	CID9883933
CHEMBL431770	CID5311037
CHEMBL751	CID23693301
CHEMBL1801596	CID61424
CHEMBL495	CID5280723
CHEMBL1201356	CID8226
CHEMBL473	CID71329
CHEMBL900	CID4601
CHEMBL861	CID4060
CHEMBL1823681	CID170345
CHEMBL471	CID5253
CHEMBL802	CID4201
COMPOUND 22E [PMID: 20167483]	CID46845425
3-PHENYL-CPP	CID10356116
CHEMBL1201532	CHEMBL1201532
CHEMBL1286	CID5284583
CHEMBL56175	CID934
AAE-M-PBP-AMINE	CID24763223
CHEMBL403858	CID10107234
CHEMBL592	CID5359272
CHEMBL1892145	CID71203
DF2593A	CID23633470
GALANIN(1-15)	CID16201039
CHEMBL1200478	CID657369
CHEMBL275809	CID196841
